RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2196,15735246,Norman,798,Spain,Female,58,9,0,2,0,0,119071.56,1
2197,15791700,Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1
2198,15670753,Uvarova,614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0
2199,15573876,Chia,473,Spain,Male,48,8,0,2,1,0,71139.8,0
2200,15770174,Piazza,762,France,Male,29,6,141389.06,1,1,0,54122.89,0
2201,15641114,Power,701,France,Male,37,8,130091.5,1,1,1,120031.29,0
2202,15682435,P'eng,600,France,Male,35,4,143744.77,2,1,0,104076.51,0
2203,15751788,Johnson,850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0
2204,15672598,Walker,613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0
2205,15762803,Innes,509,France,Male,31,3,0,2,1,0,15360.91,0
2206,15812982,Francis,509,Spain,Male,38,2,0,1,0,0,168460.12,0
2207,15597901,Chidozie,609,France,Male,34,1,0,1,1,1,181177.9,0
2208,15731507,Mackenzie,456,France,Female,33,1,188285.68,1,0,0,58363.94,0
2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,1
2210,15764237,Manfrin,663,Spain,Male,33,9,0,2,0,0,91514.62,0
2211,15769917,Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0
2212,15641850,Pethard,717,France,Male,40,0,98241.04,1,1,0,110887.14,0
2213,15770974,Nwabugwu,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0
2214,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1
2215,15684999,Ch'eng,850,France,Female,26,4,62610.96,2,0,1,179365.1,0
2216,15770225,Padovesi,493,France,Male,36,9,0,2,1,1,65816.53,0
2217,15627484,Obielumani,686,France,Female,47,5,113328.93,1,1,0,124170.9,0
2218,15610337,Stephens,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0
2219,15752488,Emery,733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0
2220,15610056,Dufresne,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0
2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0
2222,15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1
2223,15763662,Longo,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0
2224,15615575,Vial,722,France,Male,34,8,0,2,1,1,133447.49,0
2225,15691723,Chukwudi,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0
2226,15774098,Grant,701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0
2227,15750808,Ma,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0
2228,15744368,Sun,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0
2229,15610594,Moss,644,France,Female,37,8,0,2,1,0,20968.88,0
2230,15756125,Booth,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0
2231,15623277,Ross,696,France,Female,30,8,0,2,1,1,196134.44,0
2232,15795954,Ndukaku,746,France,Male,35,2,172274.01,1,1,0,22374.97,0
2233,15671969,Pruneda,649,Spain,Male,36,8,0,2,1,0,161668.15,0
2234,15791268,Neumann,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0
2235,15713655,Calabrese,720,France,Female,38,10,0,2,1,1,56229.72,1
2236,15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1
2237,15712849,Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
2238,15639077,Marchesi,622,France,Female,30,2,158584.82,3,1,0,142342.55,1
2239,15808784,Hess,835,France,Male,28,2,163569.61,2,1,1,154559.28,0
2240,15648577,Pickering,493,France,Female,31,3,0,1,1,1,176570.28,1
2241,15670345,Mazzi,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0
2242,15633112,Madukaego,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1
2243,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0
2244,15780038,Paterson,756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1
2245,15756305,Marchesi,515,France,Female,66,6,0,2,1,1,160663.11,0
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
2247,15800326,Poole,717,Spain,Female,39,6,0,2,1,0,93275.61,0
2248,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0
2249,15783958,Bates,539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0
2250,15727546,Olejuru,762,France,Male,35,9,0,2,1,1,43075.7,0
2251,15739576,Bustard,706,Spain,Male,20,8,0,2,1,1,12368.11,0
2252,15631333,Wade,677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0
2253,15604782,Tan,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
2254,15589643,Ngozichukwuka,684,Spain,Female,41,7,0,1,1,1,138394.37,0
2255,15585533,Calabrese,679,France,Male,36,6,147733.64,1,0,1,172501.38,0
2256,15681506,Lane,478,Spain,Male,43,1,0,2,1,1,197916.43,0
2257,15630551,Forbes,696,France,Male,33,2,163139.27,1,1,1,7035.36,0
2258,15698349,Davy,686,Spain,Female,35,4,0,2,1,1,159676.55,0
2259,15776631,Ma,466,France,Female,36,5,119540.15,1,0,1,80603.99,0
2260,15762216,Barrera,686,France,Female,41,4,129553.76,2,1,0,187599.8,0
2261,15623927,Alexander,576,France,Male,55,9,0,2,1,1,94450.97,0
2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
2263,15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1
2264,15594685,Hall,757,France,Female,49,2,0,2,0,0,164482.92,0
2265,15812945,Padovesi,582,France,Female,29,0,0,1,1,1,84012.81,0
2266,15734628,Lysaght,623,France,Female,35,5,0,2,1,0,101192.08,0
2267,15629323,Kelechi,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1
2268,15666823,Nebechi,425,France,Male,39,4,0,2,1,0,197226.32,0
2269,15777553,Hanson,659,France,Female,56,9,123785.24,1,1,0,99504.03,1
2270,15613097,Kao,605,France,Female,33,4,0,2,0,1,83700.66,0
2271,15622217,Tu,538,France,Female,38,8,88758.95,2,0,0,28226.15,1
2272,15703588,Palerma,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0
2273,15570835,Fallaci,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1
2274,15679299,Shen,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0
2275,15808044,Ts'ui,580,France,Female,65,9,106804.26,3,1,0,107890.69,1
2276,15579208,Chikezie,550,France,Female,48,6,0,2,1,1,191870.28,0
2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,1
2278,15667620,Dreyer,732,France,Female,43,6,0,2,1,0,65731.53,0
2279,15582960,Short,473,France,Female,33,5,125827.43,1,0,1,145698.73,0
2280,15590730,Hunt,745,Spain,Male,34,9,0,2,1,0,50046.25,0
2281,15763747,Ricci,732,France,Male,36,7,0,2,1,1,60830.24,0
2282,15778320,Teng,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0
2283,15642787,Ijendu,572,France,Male,37,1,133043.66,1,0,0,111243.09,0
2284,15624633,Kibby,702,France,Male,45,9,74989.58,1,1,1,171014.69,0
2285,15766765,Obiuto,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0
2286,15783615,Ramos,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1
2287,15640161,Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0
2288,15619889,Vasin,556,France,Male,26,4,0,1,1,0,195167.38,0
2289,15579166,Munro,619,France,Female,30,7,70729.17,1,1,1,160948.87,0
2290,15789097,Keeley,644,France,Male,48,8,0,2,0,1,44965.54,1
2291,15674880,Archer,658,Spain,Male,50,2,0,2,1,0,52137.73,0
2292,15778157,Murray,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0
2293,15779064,Chidiegwu,677,France,Male,27,2,0,2,1,1,20092.89,0
2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804,1
2295,15589204,Farrar,591,France,Male,33,9,131765.72,1,1,0,118782.06,0
2296,15664543,Shaw,699,France,Male,40,7,0,1,0,1,152876.13,1
2297,15582714,Napolitani,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
2298,15797595,Greenhalgh,709,France,Female,40,9,131569.63,1,1,1,103970.58,0
2299,15614034,Martin,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0
2300,15763171,Hu,650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0
2301,15647266,Y?an,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0
2302,15757577,Odili,676,France,Female,61,8,0,2,1,1,118522.73,0
2303,15736656,H?,723,France,Female,49,4,0,2,0,1,89972.25,0
2304,15635078,Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0
2305,15680141,Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0
2306,15576945,Clements,582,France,Male,29,0,0,1,1,0,142516.35,0
2307,15602034,Kolesnikov,697,France,Female,34,2,126558.92,1,1,0,73334.43,0
2308,15732020,Rutherford,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0
2309,15611029,Hsiung,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0
2310,15621210,Angelo,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1
2311,15569222,Mendes,781,France,Male,32,6,147107.91,1,1,1,40066.95,0
2312,15664639,McGregor,645,France,Male,19,9,128514.84,1,0,0,175969.19,0
2313,15724223,Bronner,545,France,Female,55,5,0,1,0,0,10034.77,1
2314,15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0
2315,15756056,Ku,561,Spain,Female,28,3,0,2,1,0,191387.76,0
2316,15700353,Evans,662,France,Female,37,6,0,2,1,0,51229.17,0
2317,15624388,Henderson,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1
2318,15627212,Smith,630,France,Female,36,2,110414.48,1,1,1,48984.95,0
2319,15648005,Russell,672,Spain,Male,33,2,0,2,1,1,182738,0
2320,15681446,Sun,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0
2321,15775888,McDonald,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0
2322,15749019,Wong,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0
2323,15709928,Niu,567,Spain,Female,41,1,0,2,1,0,3414.72,0
2324,15784676,Fanucci,583,France,Male,51,6,125268.03,2,1,0,165082.25,0
2325,15748116,Zetticci,681,France,Female,29,2,148143.84,1,1,1,52021.39,0
2326,15612193,Hsia,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0
2327,15762984,McIntosh,648,Spain,Male,35,7,0,2,0,0,122899.01,0
2328,15613713,Kozlova,644,France,Male,30,5,44928.88,1,1,1,10771.46,0
2329,15664204,Meany,706,Spain,Male,29,2,0,2,1,1,18255.51,0
2330,15639415,Thompson,850,France,Male,35,3,162442.35,1,1,0,183566.78,0
2331,15806332,Le Gallienne,484,Spain,Female,39,5,0,2,1,1,175224.12,0
2332,15614929,Cheng,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0
2333,15695492,P'eng,439,France,Female,29,6,156569.43,1,1,0,180598.66,0
2334,15635972,Lloyd,484,Spain,Male,36,8,0,2,1,0,186136.48,0
2335,15616380,Wheeler,803,Spain,Female,37,1,0,2,0,0,7455.2,0
2336,15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
2337,15654390,He,640,France,Male,33,7,154575.76,1,1,0,25722.28,1
2338,15660688,King,701,Spain,Female,35,9,0,2,0,0,170996.86,0
2339,15806307,Favors,537,France,Male,37,3,0,2,1,1,20603.32,0
2340,15647975,Vida,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0
2341,15595728,Thomas,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1
2342,15735388,Wayn,717,France,Female,25,7,108664.85,2,1,0,190011.85,0
2343,15788535,Tan,593,Spain,Male,44,5,0,1,1,0,128046.98,0
2344,15765902,Gibson,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0
2345,15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1
2346,15641250,Calabresi,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0
2347,15706163,Enyinnaya,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1
2348,15746708,Ritchie,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1
2349,15775203,Chia,824,France,Male,45,3,129209.48,1,0,0,60151.77,0
2350,15787907,Wang,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1
2352,15678284,Pai,651,France,Male,35,7,74623.5,3,1,0,129451.29,1
2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1
2354,15813144,Osborne,554,France,Female,26,7,92606.86,2,1,0,192709.69,0
2355,15669342,Ferri,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0
2356,15710366,Hamilton,569,Spain,Female,42,1,0,1,1,1,83629.6,1
2357,15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
2358,15588701,Lai,592,France,Female,38,4,0,2,1,0,35338.96,0
2359,15665438,Hs?,669,France,Male,43,1,163159.85,1,0,1,15602.8,0
2360,15644896,Thompson,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0
2361,15670205,Boyd,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0
2362,15635776,Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0
2363,15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1
2364,15644005,Holman,571,France,Female,33,9,0,2,0,1,77519.62,0
2365,15796343,Bazhenov,707,France,Female,31,2,82787.93,2,0,0,91423.69,0
2366,15751057,Douglas,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0
2367,15623430,Hill,672,France,Male,34,9,0,2,1,0,161800.77,0
2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1
2369,15769312,Forbes,557,Spain,Male,48,10,0,2,1,1,185094.48,0
2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1
2371,15650258,Sinclair,479,France,Female,35,2,113090.4,1,1,0,195649.79,0
2372,15604345,Kemp,730,France,Female,22,9,65763.57,1,1,1,145792.01,0
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1
2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,0
2375,15726186,Genovese,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0
2376,15764618,Tseng,815,Spain,Female,39,6,0,1,1,1,85167.88,0
2377,15730738,Chiang,786,Spain,Male,31,9,0,2,1,1,18210.36,0
2378,15637650,Williams,549,France,Male,50,9,94748.76,2,0,1,13608.18,0
2379,15606267,Wilson,622,France,Female,38,4,98640.74,1,1,1,110457.99,0
2380,15625904,Wang,624,France,Male,26,9,74681.9,2,0,0,31231.35,0
2381,15654463,Moore,841,France,Male,34,4,0,2,1,0,141582.66,0
2382,15774151,Iadanza,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1
2383,15693259,Wallace,676,France,Male,30,1,128207.23,1,1,1,55400.17,0
2384,15642468,Clark,697,France,Male,42,9,132739.26,2,0,0,174667.65,0
2385,15758531,Y?,732,France,Female,40,10,0,2,1,0,154189.08,0
2386,15728352,Yermakov,623,France,Male,27,4,120509.81,1,0,0,142170.44,0
2387,15637240,Wei,541,France,Male,46,4,124547.13,2,1,0,94499.06,0
2388,15595588,Chukwunonso,773,Spain,Female,39,4,0,2,0,1,182081.45,0
2389,15778395,McIntyre,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1
2390,15711825,Ts'ai,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
2391,15599251,Chung,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0
2392,15570004,Tsou,850,France,Male,31,3,0,2,1,0,121866.87,0
2393,15656912,Aitken,649,Spain,Male,51,4,0,1,1,1,150390.57,0
2394,15657342,Dawson,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1
2395,15716284,Ward,543,France,Male,43,9,0,2,1,1,78858.07,0
2396,15672374,Pai,672,France,Male,52,8,170008.84,1,0,0,56407.42,1
2397,15732476,Ifeanyichukwu,600,France,Female,27,3,0,2,0,1,125698.97,0
2398,15747724,Briggs,671,Spain,Female,34,10,0,1,1,0,23235.38,0
2399,15633877,Morrison,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0
2400,15672516,Wall,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0
2401,15607827,Nebechukwu,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
2402,15751336,Yao,630,Spain,Male,30,3,0,2,0,1,10486.69,0
2403,15646539,Liao,531,France,Male,31,3,96288.26,1,1,0,56794.73,0
2404,15756901,Ch'ang,641,France,Female,26,4,91547.84,2,0,1,28157.34,0
2405,15809286,Burke,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1
2406,15759021,Kay,685,France,Male,35,9,0,1,1,0,167033.83,0
2407,15725039,McIntyre,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
2409,15754112,Musgrove,653,Spain,Male,55,7,0,2,1,1,41967.03,0
2410,15735522,Boulger,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0
2411,15613326,Gow,596,France,Female,33,1,138162.81,1,1,0,85412.54,0
2412,15739502,Amaechi,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0
2413,15670914,Robe,754,France,Male,38,2,0,2,1,0,180698.32,0
2414,15604073,Bibi,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0
2415,15806027,Niu,556,France,Female,52,9,0,1,1,0,175149.2,1
2416,15574886,Palerma,706,France,Male,32,6,94486.47,1,1,1,146949.74,0
2417,15707120,Cocci,850,France,Male,46,9,117640.39,1,1,0,88920.68,0
2418,15800845,Artemieva,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0
2419,15603914,Arcuri,614,France,Male,40,6,0,1,1,1,20339.79,1
2420,15722765,Owen,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0
2421,15783305,Franklin,593,France,Female,46,7,98752.51,1,1,0,145560.38,0
2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0
2423,15607837,Muriel,746,France,Female,29,4,105599.67,1,1,1,43106.17,0
2424,15714877,MacDevitt,662,France,Female,29,10,0,2,1,0,137508.31,0
2425,15782941,Chijindum,573,France,Male,31,2,0,2,1,1,91957.39,0
2426,15630167,Gibson,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0
2427,15759038,Whitehead,793,France,Female,41,3,141806.46,1,1,0,102921.17,0
2428,15661821,Johnstone,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1
2429,15728006,Endrizzi,524,France,Male,40,2,180516.9,1,1,0,180002.42,0
2430,15712176,Burke,816,France,Male,31,8,0,2,1,1,28407.4,0
2431,15689351,Johnson,742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1
2432,15782247,Yeh,540,France,Male,22,4,0,3,1,1,186233.26,1
2433,15769064,Marshall,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1
2434,15718153,Kao,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0
2435,15613189,Browne,774,France,Female,52,2,56580.93,1,1,0,113266.28,1
2436,15661734,Taylor,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0
2437,15592645,Gibbons,704,Spain,Male,37,4,0,2,0,0,25684.93,0
2438,15768387,Nott,581,France,Male,41,8,0,2,0,0,29737.14,0
2439,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1
2440,15586976,Alexeeva,566,France,Female,42,6,0,1,1,0,180702.12,1
2441,15790659,Sheets,701,Spain,Male,59,7,0,2,0,1,27597.59,0
2442,15691446,Tokaryev,735,Spain,Male,29,10,0,2,1,1,95025.27,0
2443,15772632,Ts'ui,680,France,Female,34,1,0,2,1,0,167035.07,0
2444,15706587,Johnston,560,France,Male,57,0,0,2,0,1,116781.71,0
2445,15572461,Kung,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0
2446,15654409,Unwin,665,France,Female,34,5,67816.72,1,1,1,29641.58,0
2447,15568025,Hsueh,758,France,Male,51,8,81710.46,1,1,1,116520.07,0
2448,15715769,Hao,621,France,Male,26,2,75237.54,1,0,1,44220.4,0
2449,15667458,L?,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0
2450,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1
2451,15679294,Brennan,589,France,Female,46,10,107238.85,2,1,0,37024.28,0
2452,15606507,Pisani,555,France,Male,24,5,0,2,1,0,27513.47,0
2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
2454,15619935,Vanmeter,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0
2455,15636089,Hs?,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1
2456,15727490,Scott,661,France,Male,47,5,0,1,0,1,107243.31,1
2457,15591766,Crawford,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0
2458,15641629,P'eng,537,Spain,Female,38,1,0,2,0,1,41233.97,0
2459,15813303,Rearick,513,Spain,Male,88,10,0,2,1,1,52952.24,0
2460,15756920,Genovesi,576,France,Male,63,9,70655.48,1,0,0,78955.8,1
2461,15726403,Glenny,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1
2462,15592765,Marks,637,France,Male,40,8,125470.81,1,1,1,174536.17,0
2463,15704442,Fleming,672,France,Female,53,9,169406.33,4,1,1,147311.47,1
2464,15641136,Davison,629,France,Male,32,2,0,2,0,1,77965.44,0
2465,15725818,Chibuzo,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0
2466,15612071,Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
2467,15719809,Endrizzi,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0
2468,15716518,Yuryeva,617,France,Female,27,4,0,2,0,0,190269.21,0
2469,15742210,Ugochukwu,700,France,Male,38,9,65962.63,1,1,1,100950.48,0
2470,15630617,Lo Duca,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1
2471,15720838,Gallo,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0
2472,15595537,Trout,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0
2473,15623196,Morley,686,France,Male,38,6,149238.97,1,1,1,97825.23,0
2474,15679249,Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1
2475,15693199,Shao,739,France,Female,37,8,0,2,1,0,191557.1,1
2476,15661219,Trentino,627,France,Male,32,10,0,2,1,0,103287.62,0
2477,15617136,Mazzanti,451,Germany,Female,38,9,61482.47,1,1,1,167538.66,0
2478,15760294,Endrizzi,512,France,Female,41,8,145150.28,1,1,0,64869.32,1
2479,15652808,Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
2480,15657139,Otutodilinna,652,France,Female,40,8,84390.8,2,0,1,107876.2,0
2481,15803790,Allen,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
2482,15764105,Milne,475,France,Female,57,1,0,2,1,0,89248.99,0
2483,15672610,Somadina,567,Spain,Male,40,4,118628.8,1,0,0,91973.63,0
2484,15766896,Chieloka,750,France,Male,37,3,0,2,1,0,16870.2,0
2485,15587735,Chukwuebuka,850,France,Male,39,6,96863.13,1,1,1,121681.19,0
2486,15659501,Chioke,753,France,Female,38,6,142263.45,1,0,1,33730.43,0
2487,15745001,Kovalev,683,Spain,Female,36,7,0,2,1,0,104786.59,0
2488,15651140,Doherty,710,France,Female,32,3,0,1,1,0,94790.34,0
2489,15571148,Baranov,645,Spain,Female,21,1,0,2,0,0,28726.07,0
2490,15776824,Rossi,714,France,Male,28,6,122724.37,1,1,1,67057.27,0
2491,15633141,Robinson,696,Germany,Female,35,4,174902.26,1,1,0,69079.85,0
2492,15764174,Bidencope,612,Spain,Female,26,4,0,2,1,1,179780.74,0
2493,15778155,T'ien,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1
2494,15715920,De Bernales,782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
2495,15671917,Wade,666,France,Male,46,5,123873.19,1,1,1,177844.06,0
2496,15666548,Chung,466,Germany,Female,56,2,111920.13,3,1,0,197634.11,1
2497,15625623,Stevenson,567,France,Female,45,4,0,2,0,1,121053.19,0
2498,15748123,Chienezie,613,France,Male,20,3,0,2,1,1,149613.77,0
2499,15648735,Cashin,718,France,Male,37,8,0,2,1,1,142.81,0
2500,15634974,Seppelt,614,France,Female,37,8,75150.34,4,0,1,131766.67,1
2501,15713378,Brownless,711,France,Male,38,10,0,2,0,0,53311.78,0
2502,15753370,McDonald,691,Germany,Female,38,5,114753.76,1,1,0,107665.02,0
2503,15782659,Mamelu,527,France,Male,32,0,0,1,1,0,109523.88,0
2504,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86,0
2505,15625942,McDonald,619,Spain,Female,45,0,0,2,0,0,113645.4,0
2506,15720284,Crawford,607,Germany,Female,37,4,135927.06,1,0,0,180890.4,0
2507,15679642,Feng,695,Spain,Male,44,8,0,2,1,1,70974.13,0
2508,15628007,Genovese,653,France,Male,33,1,0,2,0,0,53379.52,0
2509,15661974,Pirozzi,677,France,Male,46,2,57037.74,1,1,1,158531.01,0
2510,15689341,Gibbs,655,France,Female,50,10,0,4,1,0,179267.94,1
2511,15607993,Milne,625,France,Female,52,2,79468.96,1,1,1,84606.03,0
2512,15693267,Dickson,679,Germany,Female,34,7,121063.85,1,1,0,56984.58,0
2513,15769522,O'Connor,734,France,Male,51,1,118537.47,1,1,1,116912.45,0
2514,15755825,McGuirk,666,France,Male,39,10,0,2,1,0,102999.33,0
2515,15598175,Toscani,592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0
2516,15744327,Ruth,564,France,Male,40,4,0,1,1,0,85455.62,1
2517,15798666,Hughes,814,France,Female,36,6,0,2,1,1,98657.01,0
2518,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
2519,15759436,Aksenov,758,France,Female,50,2,95813.76,3,1,1,67944.09,1
2520,15690231,K'ung,612,Spain,Female,62,0,167026.61,2,1,1,192892.05,0
2521,15751561,Meng,498,Germany,Male,61,7,102453.26,1,1,0,187247.56,1
2522,15739068,Nwoye,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0
2523,15758056,Calabresi,558,France,Male,35,1,0,2,0,0,111687.57,0
2524,15742269,Milano,756,France,Female,24,1,0,2,1,0,184182.25,0
2525,15726490,Kirby,782,Spain,Male,52,4,0,1,1,1,52759.82,1
2526,15738411,Ho,505,France,Male,34,10,104498.79,1,0,1,126451.14,0
2527,15727919,Chukwuemeka,671,Spain,Female,29,6,0,2,0,0,12048.67,0
2528,15709396,Hale,801,France,Male,42,6,0,2,1,1,95804.33,0
2529,15654106,K?,604,France,Male,26,8,149542.52,2,0,1,197911.52,0
2530,15621653,Rice,716,France,Female,29,10,87946.39,1,1,1,182531.74,0
2531,15598086,Brown,624,France,Female,45,3,68639.57,1,1,0,168002.31,1
2532,15752300,Sagese,607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0
